
5.387204551754112281e-01,-9.861187080878464073e-01,-9.019202824312173572e-01,7.832662457182977267e-01,5.660522896253462610e-01
-9.737821121783590828e-02,-2.402408790998430688e-01,1.420743646639029745e+00,6.831814576474309897e-01,-1.766306013968779620e+00
-6.604245365507786791e-02,-3.944357114172349910e-01,2.942522529175272683e-01,2.755574313699815647e-01,-1.093315192151939758e-01
7.021411200483282933e-01,-3.514421175707658218e-01,-2.616916181987764656e+00,-1.754726432991109975e-01,2.441689822809324006e+00
-5.729692557451668278e-02,-6.255433550210040550e-02,1.751044128612524675e+00,8.861977900722363133e-01,-2.517390657608142845e+00
1.818475215064715338e-03,-2.266443171990327743e-01,1.743737357511086605e+00,9.454215270726984421e-01,-2.464333042599830659e+00
-1.892572187854553445e-01,-2.506068196205279430e-01,3.076350462676892272e-01,1.683321668801481541e-01,-3.610317474185552322e-02
2.343428069754943666e-01,-2.257656834868110585e-01,-2.167110956147563439e+00,-1.887522198222364722e-01,2.347286052481121210e+00
5.491133173448290439e-01,-2.205475522793777510e-01,-2.537225858674940770e+00,-1.027933018484550320e+00,3.236593112094022118e+00
4.860925285524474171e-02,-1.326112999450660412e-01,3.338757630746148619e-01,2.861611698479233912e-01,-5.360348858327156352e-01
3.630036183095657065e-02,-2.937304816481816072e-01,2.853756371649000534e-01,1.443358006786400471e-01,-1.722813180263141619e-01
1.154433410098714974e-01,-2.883304302292508114e-01,-2.426242101867397138e-01,9.673922237008077130e-02,3.187720770360388256e-01
3.383674994793425816e-01,-2.714464962653511670e-01,-1.278547472483991809e+00,2.560300528216608584e-01,9.555964164483333745e-01
-3.647859877889329805e-02,-1.410814525007714759e-01,8.882179041308984058e-01,2.105758676110724981e-01,-9.212337204623128883e-01
2.899939793604862370e-02,-2.926507829343962253e-01,2.477956184679182272e-01,1.756979483536151021e-01,-1.598421818231852420e-01
2.438968797599458671e-01,-2.783070794640732371e-01,-9.595203773353817578e-01,1.887365366290762181e-01,8.051940404104389604e-01
3.023027762583156419e-01,-2.740793931886053025e-01,-1.078413427694642435e+00,2.082558931245405698e-01,8.419341515003970766e-01
-3.539789520220026908e-02,-2.403646767929560890e-01,1.003700526010160354e+00,2.960670428570301715e-01,-1.024004996872023732e+00
7.118175935859144543e-02,-3.900379435153246144e-01,-1.004712550294207113e-01,1.424352594662783855e-01,2.768921797198758417e-01
5.029365910190233269e-01,-3.557160877795663145e-01,-1.805149553411950825e+00,3.447639433949953869e-01,1.313165106777499647e+00
1.787210734088700292e-01,-4.210840522725607382e-01,-6.872661742025477916e-02,4.025088302838981114e-01,-9.141923399995341426e-02
3.599993817665452789e-01,-5.650346558152916643e-01,-8.331936650109619258e-01,3.807574154344045558e-01,6.574715236252955952e-01
-3.025277876589698572e-02,-2.399507663290920134e-01,6.220828091225698575e-01,1.568788958482574547e-01,-5.087581598758341705e-01
-2.918170353506031878e-02,-3.919227614324435338e-01,7.254509183643419457e-01,1.909161022938567487e-01,-4.952625556906980475e-01
5.981549374763741600e-01,-3.542451803263124699e-01,-2.249454009918116171e+00,4.354712475761872703e-01,1.570073005191876314e+00
-3.260895526299905089e+00,-3.538959249347503611e-01,1.854553830185999841e+00,1.312613804939892992e+00,4.476238161087539025e-01
-2.599720406829271191e+00,-3.860226889314292698e-01,-1.901520201650700903e+00,1.710702013932734245e+00,3.176561283478660958e+00
6.399336388304563528e+00,-2.462000942216684141e-01,-8.549539109665080794e-01,-2.240049573154320850e+00,-3.058132809962075260e+00
